Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
1906,23.69,5.42139861597,0.933017189871
4249,28.39,6.27629485492,1.42493224296
9460,38.59,3.95503430965,0.817807571048
7348,15.76,7.14202630239,1.62250746473
9491,19.24,4.37005375605,0.938557786072
4036,10.09,2.12469042413,0.247855391379
11785,8.86,1.70026331077,0.293488595156
2031,5.58,2.01909391151,0.281773998818
7221,6.07,3.90280982179,0.448181513926
9265,6.9,6.30378350803,0.725393968206
11685,0.0,5.50380265867,1.26043298025
9295,0.0,5.97640658533,1.07590065307
10706,0.0,3.0045182684,0.481650878877
11970,0.0,2.35451146873,0.437676305273
10464,0.0,5.25800603995,1.17351325536
8258,0.0,3.41207879913,0.429013350889
