Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
6962,26.01,4.70088170072,0.664724151771
11718,34.19,4.70143374544,1.22505484601
7432,11.78,4.40240994977,1.09304454087
8202,9.27,6.89231072797,0.977272338381
10661,22.29,3.74487703946,0.559231693035
75,5.09,2.67678162927,0.390482868319
11866,9.13,1.81750287219,0.308931752657
6133,0.0,2.9658255326,0.541954561174
11536,0.0,1.14987247983,0.234324211164
3967,0.0,3.79157544297,0.637305260554
5361,0.0,3.63798088809,0.651224014003
4839,0.0,3.790192315,0.671348104958
