Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
11555,11.85,5.05640746462,0.914994222616
6197,41.7,3.43641138638,0.701628357308
12135,27.49,4.76536245303,0.829079172886
7081,21.28,4.68031036134,0.95455336454
3509,30.55,0.7870689232,0.167971104548
12242,13.11,3.29830172873,0.448349000666
10565,5.81,2.25288067355,0.432537697841
10591,33.54,3.35363282222,0.577883580943
124,7.44,4.4577810788,1.15948360281
10221,10.16,1.93624107082,0.303372838676
5912,10.48,1.89735256034,0.304644672998
4664,7.15,3.24694469697,0.363827429208
816,20.28,3.89669248798,0.815790373994
3900,0.0,4.57775917397,0.83449424786
8163,0.0,4.44969948479,1.11529944757
10371,0.0,2.58740142595,0.450809625126
5964,0.0,1.30911035887,0.29230108338
4650,0.0,3.19682432807,0.627772547151
