Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
9001,"[4.4757426839975301, 5.2332610128615302]",0,BCR/ABL, , , , 
11454,"[3.53032259614612, 4.6118371230533093]",0,BCR/ABL, , , , 
7105,"[11.550296908582801, 12.6926736926172]",0,BCR/ABL,0.9459,0.5932,50.3246,0.5608
4567,"[6.1353179955942796, 6.9790388416584896]",0,NEG, , , , 
11363,"[2.8351029086579, 4.2177644758400801]",0,NEG,0.6622,0.9074,44.1785,0.5557
5996,"[4.7634869619774802, 5.3416561375410998]",0,ALL1/AF4, , , , 
5848,"[4.4652411008667006, 5.0643960715422498]",0,ALL1/AF4, , , , 
9360,"[3.8321109074011201, 4.2323319865494797]",0,ALL1/AF4,0.8,0.7273,35.6959,0.2231
7293,"[7.2004153292160202, 8.3118397750859199]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
2438,"[3.9267457183727501, 3.9267457183727501]",0,p15/p16, , , , 
8645,"[4.6002481042898093, 4.6002481042898093]",0,p15/p16, , , , 
6436,"[3.8219575891911806, 3.8219575891911806]",0,p15/p16,1.0,1.0,9.7041,0.031
8551,"[5.2926896633437401, 5.2926896633437401]",0,NUP-98, , , , 
2155,"[6.05185847770045, 6.05185847770045]",0,NUP-98, , , , 
3102,"[2.7747309545927901, 2.7747309545927901]",0,NUP-98,1.0,1.0,9.7041,0.031
