Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1970,"[3.2007156004565198, 3.8960078025758906]",0,BCR/ABL, , , , 
4895,"[6.1856550937290802, 8.0997504716489193]",0,BCR/ABL, , , , 
1198,"[3.1741335094400003, 3.7319448341661001]",0,BCR/ABL,0.9459,0.6863,60.5244,0.6331
3127,"[4.8910904745478607, 6.3572406994450699]",0,NEG, , , , 
930,"[3.9854894333908302, 5.0317912304000094]",0,NEG,0.5811,0.9348,41.3251,0.5127
12323,"[6.0460500154535701, 6.8772538636942695]",0,ALL1/AF4, , , , 
5789,"[3.67640486959341, 4.0343784701683392]",0,ALL1/AF4,1.0,0.5882,40.3763,0.271
7816,"[4.0232528267600403, 4.27077894073512]",0,E2A/PBX1, , , , 
3947,"[3.4263975329909302, 3.77819032580119]",0,E2A/PBX1, , , , 
9067,"[6.3139281753207603, 6.4812523833396796]",0,E2A/PBX1,1.0,0.7143,29.0612,0.1477
9691,"[2.6929316215011601, 2.6929316215011601]",0,p15/p16, , , , 
1013,"[5.8968387446167903, 5.8968387446167903]",0,p15/p16,1.0,1.0,9.7041,0.031
9250,"[8.8355155120747106, 8.8355155120747106]",0,NUP-98, , , , 
2774,"[6.3678981806003403, 6.3678981806003403]",0,NUP-98,1.0,1.0,9.7041,0.031
