Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
3435,19.38,2.12704366588,0.299445556646
11833,25.31,7.21227750668,1.88355633378
7081,21.28,4.68031036134,0.95455336454
6177,15.8,4.36238474866,0.797012637136
6207,27.28,3.81620243918,0.674542556317
1311,22.28,6.61016977563,1.44510850193
12316,8.7,5.20621306306,1.07493377352
8748,7.42,3.22535649688,0.578839913508
4513,8.89,5.40395541,1.16626966157
6767,10.74,1.15531329722,0.212204278259
3644,0.0,1.35245905187,0.22525062765
9499,0.0,3.41085035568,0.600241701274
7751,0.0,4.66422862631,0.886844588345
3256,0.0,2.78111133878,0.529807867569
1838,0.0,2.94186300297,0.608238816393
1882,0.0,3.71075407627,0.827650759955
9200,0.0,5.13799272058,0.969368630955
