Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
9863,19.08,3.17165324944,0.617085466837
8598,40.0,3.28028131857,0.75595164287
6177,20.19,4.36238474866,0.797012637136
4793,12.69,4.09110087031,0.607097247402
8916,19.6,5.41745599772,1.49617223477
6886,15.43,5.75747582315,1.25193943385
10575,30.05,1.75629274999,0.248226766973
7157,5.43,1.64567586887,0.268417438694
1160,5.42,3.94972897529,0.87434600949
3960,14.48,4.287696788,0.868413203675
2688,0.0,3.11059236938,0.576163719365
3059,0.0,2.35558790008,0.434025367111
489,0.0,3.26864488375,0.663468007852
1537,0.0,7.88442589716,1.88034796893
3008,0.0,1.50960650298,0.223841257014
221,0.0,3.25999361151,0.585882245086
