Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
12135,26.16,4.76536245303,0.829079172886
9416,10.37,3.22557825698,0.623227036708
181,28.08,2.75577305707,0.407599434404
5210,25.27,3.22647362711,0.650013194711
1800,23.93,4.05715658457,0.894070406274
5796,10.85,3.71794776508,0.734327490339
9491,19.24,4.37005375605,0.938557786072
10092,7.63,3.50892664751,0.591770200174
10314,5.24,3.00041079209,0.338526702657
5947,6.14,2.71292915786,0.446305374579
8404,0.0,3.08846259364,0.532768940268
1510,0.0,3.0797720061,0.338678398899
1310,0.0,2.55418247178,0.449407347796
1270,0.0,6.26136230317,1.86748777857
4650,0.0,3.19682432807,0.627772547151
