Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3066,"[2.73534872259324, 3.6801014986944298]",0,BCR/ABL, , , , 
10578,"[7.2859703993128493, 9.3001790354360097]",0,BCR/ABL, , , , 
3419,"[2.8162808743269698, 3.53263219907479]",0,BCR/ABL,0.9459,0.6604,57.8318,0.615
9194,"[7.9796786048285, 8.7450946471310811]",0,NEG,0.473,0.9211,32.6009,0.4072
10169,"[3.3179172871161402, 3.53763509580136]",1,NEG,0.1486,0.7333,5.2318,0.0728
561,"[6.0463509093347092, 6.5130671918810705]",0,ALL1/AF4, , , , 
925,"[4.1706474388826607, 5.2639640272359696]",0,ALL1/AF4,0.9,0.9,43.9935,0.2568
3903,"[7.2995445886852197, 7.4445094622420989]",0,E2A/PBX1, , , , 
7939,"[4.0644547961041102, 4.2146900538896004]",0,E2A/PBX1, , , , 
7041,"[2.9510217988882403, 3.2406840975151603]",0,E2A/PBX1, , , , 
4178,"[3.0864555875523596, 3.2798484854855299]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
9340,"[4.54171455494191, 4.54171455494191]",0,p15/p16, , , , 
7437,"[5.4388815443829692, 5.4388815443829692]",0,p15/p16, , , , 
1758,"[3.2406240637741601, 3.2406240637741601]",0,p15/p16,1.0,1.0,9.7041,0.031
4445,"[4.5678939176691697, 4.5678939176691697]",0,NUP-98, , , , 
1054,"[3.0634684756924506, 3.0634684756924506]",0,NUP-98,1.0,1.0,9.7041,0.031
