Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
1970,14.27,4.87316581999,0.498376005321
4895,44.82,4.27082290392,0.954076215843
1198,28.92,1.92890167986,0.447312623601
3127,31.08,4.71694293635,1.159277307
930,26.59,3.93559466571,0.560937640568
12323,22.19,3.74599995422,0.660892255344
5789,9.48,3.7748488547,0.544027559876
7816,5.96,4.15409236968,0.392047926292
3947,7.17,4.90626478231,1.04795293659
9067,8.63,1.93884607864,0.359646972546
9691,0.0,3.63679017148,0.642450520129
1013,0.0,2.14456075157,0.293182480995
9250,0.0,1.97023348888,0.315201390141
2774,0.0,3.99995089246,0.630137076151
