Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
6721,8.03,2.94448859161,0.511014043137
5419,20.55,3.62604259048,0.56736633226
8460,40.06,5.4051299149,0.957851325936
6680,10.87,6.52644026174,1.29931782054
349,17.41,6.71635666613,1.3868448976
4083,12.46,2.22554865962,0.372132741026
727,6.69,2.35164375674,0.431093290073
8469,0.0,2.08049853224,0.360635377863
373,0.0,3.48703452217,0.566637826977
4375,0.0,5.32855189411,0.7265875757
10478,0.0,1.72274384606,0.287927347184
10864,0.0,5.03708094403,1.03728817134
