Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
9001,"[4.4660390835480808, 5.2332610128615302]",0,BCR/ABL, , , , 
10318,"[6.9305293083097803, 7.5826292780680502]",0,BCR/ABL, , , , 
9665,"[3.4514871771569502, 4.1367093482935999]",0,BCR/ABL,0.8649,0.6809,54.8288,0.5754
10169,"[3.3179172871161402, 4.0165104537651004]",0,NEG, , , , 
10464,"[3.0850131461245605, 3.8204424215884503]",0,NEG,0.6757,0.9434,48.9696,0.605
11244,"[5.7382770396513703, 6.9248311796549906]",0,ALL1/AF4,0.9,0.45,31.5169,0.2324
6639,"[4.0936428504501094, 4.4948257620802199]",0,E2A/PBX1, , , , 
5716,"[3.4852590114907098, 3.8419059989927202]",0,E2A/PBX1, , , , 
10484,"[3.40297676218445, 3.5573979097511499]",0,E2A/PBX1, , , , 
2984,"[3.5607619514336402, 3.7448926417581201]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
5721,"[4.3063114831418998, 4.3063114831418998]",0,p15/p16, , , , 
3647,"[11.0054435137352, 11.0054435137352]",0,p15/p16, , , , 
7432,"[3.3051762952213197, 3.3051762952213197]",0,p15/p16, , , , 
7080,"[5.2765538156526199, 5.2765538156526199]",0,p15/p16, , , , 
12548,"[6.2212471052220186, 6.2212471052220186]",0,p15/p16,1.0,1.0,9.7041,0.031
4056,"[4.2971400196474701, 4.2971400196474701]",0,NUP-98, , , , 
3160,"[9.275216705394179, 9.275216705394179]",0,NUP-98,1.0,1.0,9.7041,0.031
