Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
1167,8.44,3.77491583086,0.751322526645
448,21.32,1.16379254898,0.200414099335
2723,40.12,3.73496052402,0.529545863671
7672,32.12,4.24882917359,1.01249401597
12238,32.9,4.82264692711,1.15348781015
7351,7.18,5.5408148839,1.31706542195
11556,6.55,3.20281329815,0.602756388527
8366,6.26,2.64715843213,0.367079665892
7939,8.11,1.85264820213,0.328754483657
7563,0.0,5.33488220248,1.03471501105
12535,0.0,2.69923470757,0.492659189483
2635,0.0,5.50755415316,1.55496198108
4374,0.0,1.53194391326,0.254457486228
2605,0.0,5.13456095615,1.17959842434
22,0.0,2.76077492198,0.520848261718
