Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6552,"[3.5553195206165298, 4.5571110360247102]",0,BCR/ABL, , , , 
8171,"[10.4786512831504, 12.325042865151598]",0,BCR/ABL, , , , 
3388,"[4.1259771973823902, 5.1471067132661297]",0,BCR/ABL,0.9189,0.7083,60.9465,0.6289
2564,"[4.6071223798599297, 7.1897457325108203]",0,NEG,0.6351,0.9038,42.0057,0.5293
8127,"[6.8407522423727798, 7.3172505731096402]",0,ALL1/AF4, , , , 
8487,"[4.9786238114065098, 5.8680966404384804]",0,ALL1/AF4, , , , 
11752,"[3.5290006024915499, 3.8495965333762698]",0,ALL1/AF4, , , , 
588,"[3.0563743288482796, 3.6812829425331803]",0,ALL1/AF4,1.0,0.8333,47.3425,0.2832
6767,"[6.5487748892108204, 6.6728777250226905]",0,E2A/PBX1, , , , 
4402,"[5.2281630845716798, 5.5883406794405301]",0,E2A/PBX1, , , , 
2268,"[2.8252708967515199, 2.9676804815138298]",0,E2A/PBX1,1.0,1.0,32.4259,0.1501
427,"[5.9568826350106203, 5.9568826350106203]",0,p15/p16, , , , 
7141,"[3.66085294842616, 3.66085294842616]",0,p15/p16, , , , 
11960,"[2.65605966193736, 2.65605966193736]",0,p15/p16, , , , 
11804,"[6.4242797429781291, 6.4242797429781291]",0,p15/p16, , , , 
6723,"[4.5467026262470496, 4.5467026262470496]",0,p15/p16,1.0,1.0,9.7041,0.031
1144,"[7.5800623805567797, 7.5800623805567797]",0,NUP-98, , , , 
6664,"[6.94013978116738, 6.94013978116738]",0,NUP-98, , , , 
6470,"[2.8285967586235201, 2.8285967586235201]",0,NUP-98,1.0,1.0,9.7041,0.031
