Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
7105,18.07,6.32055880318,1.61776240566
12141,30.72,2.97388610102,0.527955034834
4056,25.71,3.9776499167,0.561859682468
9722,20.89,2.27992562267,0.471385919237
4286,20.02,3.77170904682,0.405124066771
800,11.48,3.86533448841,0.62866556387
3004,19.94,3.88325444347,0.754711630398
10086,20.78,3.51714405565,0.635945301071
9681,4.21,3.26728070071,0.400296255432
9079,6.18,3.54039890375,0.602738585802
6874,4.96,5.14452032597,0.544006514731
9357,7.66,1.83876314982,0.310962729336
9133,0.0,1.80318919529,0.262242361537
6545,0.0,4.64501493479,0.809256882976
1998,0.0,1.32963138678,0.24705018095
9849,0.0,3.00900534834,0.368779534026
7551,0.0,2.19673202296,0.426714268417
