Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
11175,19.14,5.61109294392,1.20879757273
6077,33.6,1.7314971647,0.340699470337
11983,15.63,4.68168773501,1.00122182167
11380,36.86,2.35088475813,0.414757489583
2268,7.6,4.94216628357,1.0837932964
6680,10.87,6.52644026174,1.29931782054
349,17.41,6.71635666613,1.3868448976
6030,11.95,5.39383252124,1.28785268652
2721,10.75,1.21041433301,0.232111164755
5167,0.0,1.28614094023,0.22205461514
4821,0.0,3.66917815199,0.729849981035
6264,0.0,0.990308408329,0.1797768758
5788,0.0,3.36418103795,0.619098928411
3794,0.0,1.89517618431,0.324985561642
9919,0.0,4.96915119736,1.2078572947
