Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6721,"[5.0323680265587196, 5.2689305712182]",0,BCR/ABL,0.6216,0.4792,23.2487,0.2852
5419,"[5.3762763824397197, 6.1215401731225194]",0,NEG, , , , 
8460,"[4.5680383449851396, 6.7330919024495302]",0,NEG,0.6486,0.9231,44.9206,0.5605
6680,"[5.8690561624204802, 6.5786361598689105]",0,ALL1/AF4, , , , 
349,"[4.0145091034190603, 5.1837122954053898]",0,ALL1/AF4,1.0,0.6667,42.8796,0.2759
4083,"[7.5528353494520495, 7.8301093191994902]",0,E2A/PBX1, , , , 
727,"[5.7843031996719798, 5.9415478565614013]",0,E2A/PBX1,1.0,0.5,25.4945,0.144
8469,"[5.3266908812375595, 5.3266908812375595]",0,p15/p16, , , , 
373,"[4.0503449077823195, 4.0503449077823195]",0,p15/p16, , , , 
4375,"[3.0508139493036097, 3.0508139493036097]",0,p15/p16, , , , 
10478,"[5.2123740685442801, 5.2123740685442801]",0,p15/p16,1.0,1.0,9.7041,0.031
10864,"[5.4568725775593796, 5.4568725775593796]",0,NUP-98,1.0,1.0,9.7041,0.031
