config,I,y,n,y_total,y_mean,SSY_i,SSE_i,A_factor,A_level,A,B_factor,B_level,B,AB,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
-1_-1,1.0,"(2.12765826231763, 1.910257924021585, 2.102563814227604, 2.0540396037585436, 1.910794063819789, 2.0310685124823484, 2.0296649021614654, 1.977113934158071, 1.9036766381683565, 2.0344840268435584, 2.1227565883486115, 2.051367142110032, 2.0671601948022023, 2.1015370056920624, 1.9143618561747526)",15.0,30.33850446908661,2.0225669646057742,61.452463741578306,0.09080684685907062,population,50.0,-1.0,alpha,0.1,-1.0,1.0,2.12765826231763,1.910257924021585,2.102563814227604,2.0540396037585436,1.910794063819789,2.0310685124823484,2.0296649021614654,1.977113934158071,1.9036766381683565,2.0344840268435584,2.1227565883486115,2.051367142110032,2.0671601948022023,2.1015370056920624,1.9143618561747526
+1_-1,1.0,"(-0.13555390977991597, 0.0852923704860119, 0.2092266816329425, 0.05567696080951199, -0.06814660614606864, 0.008289923321021592, -0.049640855549413034, 0.03243963232057345, -0.04887094463487972, -0.2700913502044284, 0.033272029189890896, -0.10474821861415774, -0.045207605239058576, 0.19065738656230205, 0.06032675057672221)",15.0,-0.047077755268945504,-0.0031385170179297,0.21020481360590154,0.21005705926982404,population,50.0,1.0,alpha,0.7,-1.0,-1.0,-0.13555390977991597,0.0852923704860119,0.2092266816329425,0.05567696080951199,-0.06814660614606864,0.008289923321021592,-0.049640855549413034,0.03243963232057345,-0.04887094463487972,-0.2700913502044284,0.033272029189890896,-0.10474821861415774,-0.045207605239058576,0.19065738656230205,0.06032675057672221
-1_+1,1.0,"(2.3279420865658373, 2.3484720481865082, 2.2752759406981333, 2.2580400454168625, 2.3414178471832012, 2.2568438498828636, 2.1954947575846595, 2.304697868515721, 2.201046237814196, 2.245240069653444, 2.37020289300553, 2.32758501668684, 2.2739030943480905, 2.3810079364403034, 2.301241425797879)",15.0,34.40841111778006,2.2938940745186707,78.97443941710463,0.045189040426555874,population,500.0,-1.0,alpha,0.1,1.0,-1.0,2.3279420865658373,2.3484720481865082,2.2752759406981333,2.2580400454168625,2.3414178471832012,2.2568438498828636,2.1954947575846595,2.304697868515721,2.201046237814196,2.245240069653444,2.37020289300553,2.32758501668684,2.2739030943480905,2.3810079364403034,2.301241425797879
+1_+1,1.0,"(0.2523577369150214, 0.4079793982636419, 0.41387064463520135, 0.2616614685890698, 0.36875074782550693, 0.3950555446497832, 0.3750831705823431, 0.328162292181738, 0.295952623826609, 0.35564474051773654, 0.31450628801874336, 0.28546433117554254, 0.3199360536871854, 0.30816193302603817, 0.2769881401358995)",15.0,4.95957511403006,0.33063834093533734,1.6788316354436934,0.039005947996607435,population,500.0,1.0,alpha,0.7,1.0,1.0,0.2523577369150214,0.4079793982636419,0.41387064463520135,0.2616614685890698,0.36875074782550693,0.3950555446497832,0.3750831705823431,0.328162292181738,0.295952623826609,0.35564474051773654,0.31450628801874336,0.28546433117554254,0.3199360536871854,0.30816193302603817,0.2769881401358995
Total,4.643960863041853,,,,,,,,,-3.9889612152070377,,,0.6051039678661634,0.06244974804037057,,,,,,,,,,,,,,,
Total/2^k,1.1609902157604632,,,,,,,,,-0.9972403038017594,,,0.15127599196654085,0.015612437010092642,,,,,,,,,,,,,,,
