term,factors,order,contrast_total,contrast_mean_total,q_i,SS_i,df_i,MS_i,F,p_value,MSE,s_e,s_qi,effect_ci_low,effect_ci_high,variance_explained,variance_explained_percent,balanced_replications,r
A,population,1,84.01520683415245,5.601013788943497,1.4002534472358743,117.64258298975697,1,117.64258298975697,1408.8719505132956,2.1925446908429484e-41,0.08350125995971185,0.28896584566296385,0.03730533026251339,1.3255218906239397,1.474985003847809,0.9122376605932981,91.22376605932982,True,15
B,dataset_level,1,19.9410077026471,1.329400513509806,0.3323501283774515,6.627396469950509,1,6.627396469950509,79.36881998125695,2.5319057737436627e-12,0.08350125995971185,0.28896584566296385,0.03730533026251339,0.2576185717655169,0.4070816849893861,0.05139092068471782,5.139092068471782,True,15
AB,population:dataset_level,2,-0.929648907973629,-0.06197659386490795,-0.015494148466226987,0.014404118201609046,1,0.014404118201609046,0.17250180666206505,0.6794849844746794,0.08350125995971185,0.28896584566296385,0.03730533026251339,-0.09022570507816158,0.059237408145707604,0.00011169407162956687,0.011169407162956687,True,15
