term,factors,order,sum_squares,variance_explained,variance_explained_percent
SST,total,,61.442042742240915,1.0,100.0
A,population,1.0,59.66929341159753,0.9711476173069253,97.11476173069254
B,alpha,1.0,1.3730655447276559,0.022347329018468396,2.2347329018468396
SSE,experimental_error,,0.385058894552058,0.0062670262472789345,0.6267026247278934
AB,population:alpha,2.0,0.014624891363646628,0.00023802742732692596,0.023802742732692596
