rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate,cpu_mean_percent,cpu_peak_percent,ram_mean_mb,ram_peak_mb,ram_incremental_peak_mb,ram_baseline_mb
10,330.29203367233276,2.0,0.9415291077006068,adaptive,60,40,60,40,8.293404989384277,12.541666666666666,209.4627289012738,209.50390625,0.21875,209.28515625
