rules_count,total_time,mean_size,best_fitness,rate_policy,initial_crossover_rate,initial_mutation_rate,final_crossover_rate,final_mutation_rate,cpu_mean_percent,cpu_peak_percent,ram_mean_mb,ram_peak_mb,ram_incremental_peak_mb,ram_baseline_mb
10,372.78145933151245,2.0,0.9415291077006068,adaptive,60,40,60,40,8.289418549905841,9.183333333333334,209.57019111935034,209.5703125,0.109375,209.4609375
