Rule_Obj,Rule_Score
"[['pstat', 'hgb'], [['0', '1'], [12.800000190734863, 15.899999618530273]]]",0.9418529937751692
"[['hgb'], [[12.800000190734863, 15.899999618530273]]]",0.9418529937751692
"[['sex', 'hgb'], [['F', 'M'], [12.800000190734863, 15.899999618530273]]]",0.9418529937751692
"[['age'], [[64, 82]]]",0.9418457635713529
"[['hgb', 'age'], [[11.5, 17.200000762939453], [66, 94]]]",0.9415963928841214
"[['pstat', 'age'], [['0', '1'], [47, 74]]]",0.9414678560555565
"[['pstat', 'hgb', 'sex'], [['0', '1'], [13.0, 16.299999237060547], ['M', 'F']]]",0.941339161092642
"[['sex', 'age'], [['M', 'F'], [68, 86]]]",0.941339161092642
"[['creat'], [[0.800000011920929, 1.100000023841858]]]",0.9380691596488027
"[['sex'], [['M']]]",0.9356047191378228
