Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
938,7.88,1155.59,211.193029057
200,12.5,4450.74,1171.87860561
512,14.1,3706.19,784.384159644
1917,39.25,270.24,54.3580698188
