Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
848,"[75.939999999999998, 252.13999999999999]",0,t,0.6,0.8889,15.3827,0.4246
909,"[218.56, 309.52999999999997]",0,n, , , , 
1360,"[72.859999999999999, 188.66]",0,n,0.5455,0.8,19.5108,0.4308
