0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.0747099,0.0785824,0.0283739,0.0337593,0.0706645,0.0711072333333,0.0329699,0.0306681,0.0719899,0.0651637,0.0326645,0.0360292,0.0388044,0.0710911,0.0677784,0.0277755,0.0246839,0.0711889,0.0730894,0.0312252,0.0303965,0.0638089,0.0703271,0.0315543,0.0382671,0.0762126,0.0738616,0.0249346,0.0270147333333,0.035456,0.0316432,0.0671384,0.077976,0.043738,0.0299396,0.085834,0.0721115333333,0.0302514,0.0290183,0.0675624,0.0730071,0.0316754,0.0321747,0.0776585,0.0800559,0.032502,0.0347962,0.082678,0.0700702,0.0356916,0.033809,0.0785332,0.0783098,0.0359527,0.0338277,0.0786113,0.0745627333333,0.0304633,0.0260035666667,0.0343651,0.0291915,0.0705569,0.0768297,0.030133,0.031761,0.0722584,0.0743893,0.0252995,0.0353345,0.0751374,0.0752249,0.0349525,0.0206346,0.0776105,0.0810159,0.0328154,0.0241941,0.0811781,0.0792657,0.0253065,0.0310339,0.0720832,0.0731382,0.0390853,0.0269124333333,0.0730838,0.0794503,0.031843,0.0309618,0.025134,0.077631,0.0728833,0.0331056,0.0326434,0.0731986,0.074409,0.0349823,0.0192075,0.0647858,0.0785461,0.0364993,0.0234642,0.0741836333333,0.0730192333333,0.0234439,0.0139228,0.0766968,0.0813464,0.0269211,0.0376012,0.0385594,0.079505,0.0638251,0.0300896,0.0284282,0.0665464,0.0632673,0.0276058,0.0256559666667,0.0222694,0.0716655,0.0688176,0.0272057,0.0342583,0.0749938,0.0751893,0.0377332,0.0268521,0.0359154,0.0259763
0.0890582,0.0864539,0.024731,0.0304919,0.0827251333333,0.0761172333333,0.0236709,0.0257037,0.0796475,0.0748274,0.0379004,0.0250839,0.0355942,0.0839553,0.0787744,0.0214981,0.020599,0.0769622,0.0790257,0.0304949,0.026372,0.0678325,0.0770439,0.0256516,0.0292785,0.0906377,0.0786862,0.024086,0.0214921,0.0319057,0.0282253,0.0688155,0.084613,0.0367101,0.0337287,0.0994112,0.0784209333333,0.0195234,0.0178408,0.0813283,0.0787547,0.0390149,0.0240951,0.093431,0.0873195,0.0370775,0.0239146,0.0878541,0.0779404,0.0354703,0.0258455,0.084432,0.079597,0.0347655,0.0202667,0.0915917,0.0827766,0.0285996,0.0257953,0.0344037,0.0206122,0.0926947,0.0895983,0.0242174,0.0278202,0.0862612,0.0811242,0.0280033,0.0295672,0.0874882333333,0.0766827,0.0199858,0.0200571,0.072856,0.0933222,0.027229,0.0343772333333,0.0863357333333,0.0843562,0.0200688,0.0360214,0.0842465,0.0760116,0.0320516,0.0283724,0.0814354,0.0877477,0.0290153,0.0296802,0.0301611,0.0823596333333,0.0873525,0.0248901,0.0302597,0.0681717,0.0832284,0.0334747,0.0206436,0.0836454,0.0863571333333,0.0354654,0.0241881,0.0864992,0.0847941,0.0281276,0.0153002,0.0853752,0.0949238,0.0316060333333,0.0255192333333,0.0354715333333,0.0903488,0.0684768,0.0229577,0.0244301,0.0795718,0.0727576,0.0257511,0.0253583,0.0267946333333,0.0826698,0.0836486333333,0.0321278,0.0306027,0.080809,0.0772852333333,0.033302,0.0289353,0.025451,0.0220503333333
0.0947499,0.0916816,0.0235316,0.0310341,0.0858406333333,0.0761938333333,0.0174245,0.0401558,0.0857503,0.0848347,0.0312416,0.026661,0.0250987,0.0986914,0.0854792,0.024382,0.015656,0.0918656,0.091237,0.0319266,0.0249438,0.0685086,0.0873857,0.0117605,0.018976,0.096252,0.0852101,0.0179807,0.02434,0.0190416333333,0.0274757,0.0755568,0.0982899,0.016019,0.03713,0.1126963,0.0918983,0.0223862,0.0157536,0.0812906,0.0807811333333,0.0437649,0.0296221,0.0837745,0.0967135,0.0233883333333,0.0170849,0.0925213333333,0.0901006,0.0293869,0.0145616,0.0884855,0.0921613,0.0357232,0.0158823,0.0956163,0.0824399,0.0146451,0.0277218666667,0.0216646,0.0241454,0.0850598,0.1012059,0.0284826,0.0333633,0.0958277,0.0837427,0.0212173,0.0271564,0.0991577333333,0.078147,0.0075621,0.0306081333333,0.0809388,0.0921826,0.0191698,0.0319013666667,0.0920360333333,0.0859592,0.0220885,0.0291194,0.0887863333333,0.0884883,0.0230675,0.0152695,0.0859582,0.0896136333333,0.0267415,0.0249324,0.0242929,0.0971130333333,0.0973912333333,0.0253004,0.0248989333333,0.0712786,0.0857394,0.01284,0.0196298,0.0869988,0.0931545,0.0308604,0.0263272,0.0954363,0.0946593,0.029011,0.0161597,0.0942999,0.094449,0.0231881,0.0178741333333,0.0224163,0.0995076,0.0734862,0.0217888,0.0233345,0.0843837,0.0885193333333,0.0194384333333,0.0228667333333,0.020444,0.085757,0.0917445666667,0.0221365,0.0220431,0.1020243,0.0863696333333,0.0180993,0.0190542,0.0239585,0.0262074333333
0.106006266667,0.0964388,0.0219792,0.0206125666667,0.0925643333333,0.0897563333333,0.00853863333333,0.0279644,0.0904718333333,0.0931896,0.0199434,0.0154661,0.0241007,0.0937479,0.0969973333333,0.0155244666667,0.01008285,0.0940303,0.0932873,0.0212902,0.0088028,0.0877883,0.0813043,0.007052,0.0152201,0.0921517,0.0947714333333,0.015176,0.0019091,0.0118938666667,0.0150683,0.0837080333333,0.103789233333,0.006724,0.0310520333333,0.104482233333,0.0998244,0.0260339,0.0114996,0.0861702,0.0757675333333,0.0338424,0.0197218666667,0.0845338,0.0950704333333,0.0244070666667,0.0090438,0.0902574333333,0.0909147,0.0131549,0.0104696666667,0.0927435,0.0961029,0.0227809,0.0139494,0.0945376,0.0983448,0.0244636,0.0173788,0.0170792,0.0212,0.0833182,0.111484533333,0.0126903,0.0217645333333,0.1016636,0.0923307,0.0102880666667,0.0180236,0.0958573333333,0.080463,0.0013685,0.0161925333333,0.0932101,0.0916465,0.0126441,0.0176144333333,0.0918652,0.0990723,0.0164094,0.0174956,0.0945123333333,0.088886,0.0187837333333,0.0086002,0.0884047333333,0.0898191333333,0.0130059666667,0.0201543,0.0142204,0.0973072333333,0.0941915,0.0156009,0.0185788,0.0728039,0.0923945333333,0.0105012,0.0199677,0.0906074,0.0908083,0.0181331,0.0197964,0.0969921,0.0984583,0.013619,-0.0025765,0.0901650666667,0.106586233333,0.008485,0.0140686,0.0248069,0.1068904,0.0705639333333,0.0105961666667,0.0034727,0.1041709,0.0901023,0.0139634333333,0.0196249,0.0101628333333,0.094228,0.0992193833333,0.0150209,0.0136406,0.1086575,0.0913238,0.0103467333333,0.0071831,0.00744026666667,0.0243067333333
0.106384633333,0.1031707,0.0123988666667,0.0160646333333,0.100303833333,0.0950506,-0.0018747,0.0113136,0.0942777333333,0.0936544,0.0024995,0.0114952333333,0.0181733666667,0.093346,0.103041433333,0.0089883,0.00685336666667,0.0885890333333,0.0914975666667,0.0065239,-0.0081029,0.096004,0.0926494,-0.0041185,-0.0036544,0.0939212333333,0.0976052166667,0.0159998333333,-0.0033609,0.000440333333333,0.0034114,0.0868121666667,0.104797,-0.0101003,0.0100872,0.105014633333,0.0979731,0.018193,0.0094046,0.101708666667,0.0825827333333,0.0136437,0.0134819666667,0.0870566333333,0.0957531,0.0206624,0.00682403333333,0.0881341,0.1015701,-0.00627636666667,-0.000964266666667,0.0876721333333,0.0884,0.0082877,0.0054939,0.1035406,0.104561966667,0.00883773333333,0.0106597,0.0022824,0.0154096,0.0949822,0.1052247,0.0018174,0.0020713,0.0957995333333,0.0950637,0.0083377,0.0106308,0.0955823,0.086334,-0.0058034,0.0054291,0.0891917333333,0.1013967,0.0011169,0.0160398333333,0.0808451333333,0.0938829,-0.0073577,0.0176274666667,0.0925493666667,0.0854901333333,0.00846866666667,0.0034628,0.0884695,0.0893217,0.00690653333333,0.0085207,0.0031024,0.1036663,0.0944164,0.0202745,0.0038363,0.0789834333333,0.0799495333333,-0.00195223333333,0.0130561333333,0.1013764,0.0921824,0.0125989,0.00514583333333,0.0961449333333,0.0985162,0.0010374,-0.012468,0.0944805,0.110227433333,0.00870106666667,0.00645716666667,0.0203904,0.1087765,0.0775222333333,0.00259876666667,-0.0043533,0.0974821333333,0.1019138,0.0005413,0.0141609333333,0.000552966666667,0.098744,0.105414983333,0.0118252333333,0.000151433333333,0.1068502,0.091884,0.00597936666667,0.0076453,0.0077831,0.0189500333333
0.114580833333,0.1133175,0.0026815,0.0145734,0.1111056,0.0999176,-0.0155522,0.0085111,0.0952232,0.103050733333,-0.0118938,-0.0013947,0.00127376666667,0.0953135333333,0.099104,-0.0101722,-0.0068733,0.0955010333333,0.0883795,-0.00580303333333,-0.0232783,0.0937844333333,0.0931141,-0.0161861,-0.0092527,0.108460333333,0.0995661666667,0.0040745,-0.0088818,-0.0133528333333,-0.000842933333333,0.0966779333333,0.0990918333333,-0.0187811333333,0.0057872,0.0966630666667,0.0933117,0.00519583333333,-0.0005211,0.09769,0.0978832,-0.0021251,0.00952393333333,0.0851680333333,0.0917125666667,0.0163994666667,0.000234933333333,0.0852152,0.090401,-0.0037431,-0.0049898,0.0932289666667,0.0965283,-0.0074384,-0.0012156,0.1108443,0.109077333333,0.0036737,-0.00733433333333,0.00276156666667,0.0011809,0.0920815,0.1033327,0.0022015,-0.00856563333333,0.0829452333333,0.10173,-0.0134140666667,-0.0044316,0.0861716333333,0.0856104666667,-0.0158870333333,0.0139625666667,0.08908615,0.1113438,-0.0204363333333,0.00524293333333,0.0866399,0.1008812,-0.0052061,0.0192319666667,0.0977197,0.0930411,-0.000189033333333,-0.00446276666667,0.0938838666667,0.0939418666667,-0.00150276666667,0.00393983333333,-0.0125283,0.09526,0.091272,0.0128450333333,-0.0149671,0.0717522333333,0.0842669,-0.0123733333333,0.00266383333333,0.1121978,0.0918542,0.0024248,-0.0141667666667,0.1070189,0.0913407,-0.00112943333333,-0.0099913,0.0960677333333,0.1056887,0.0024278,-0.0178427666667,0.0074024,0.1080502,0.0872854,-0.0008783,-0.0109207,0.0920802333333,0.1007974,0.0079713,-0.0002793,-0.0136933666667,0.100687666667,0.107989366667,0.00172295,0.0012581,0.106288133333,0.1001669,-0.0034888,0.0057455,-0.00739606666667,-0.0004771
0.121341366667,0.109532466667,-0.00620186666667,-0.00444693333333,0.1164809,0.0918341333333,-0.0294625333333,0.0018635,0.0923237,0.102617133333,-0.0254176333333,-0.0118418333333,-0.0068536,0.0963776,0.0955381333333,-0.0284069333333,-0.0113276666667,0.0985913333333,0.0898246,0.00567188333333,-0.0272296666667,0.106170133333,0.100686,-0.0203751,-0.0163818666667,0.0972827333333,0.1146625,-0.0119009,-0.0208699,-0.0132821,-0.00338116666667,0.0926747,0.1040703,-0.0169137,-0.0121309333333,0.0975333,0.0985749666667,-0.0104672,0.0075938,0.0933388,0.103614566667,-0.0165148333333,0.000555333333333,0.0920981333333,0.0921499333333,0.0141697333333,-0.00818516666667,0.0934871333333,0.0894947333333,-0.0176903666667,-0.0248121,0.102064666667,0.0963089,-0.0085306,-0.0101657,0.1179352,0.1136257,-0.0132974333333,-0.0121864666667,-0.00496866666667,-0.0228818333333,0.1009788,0.1135116,-0.0125366,-0.0157476666667,0.0896858666667,0.0990404,-0.0189400666667,-0.0244405,0.0934983,0.0899052333333,-0.0139903666667,0.0065022,0.0976770666667,0.1072801,-0.0163831333333,-0.0100690666667,0.1000331,0.102138333333,0.0015258,0.0139241666667,0.0995218666667,0.0998203333333,-0.0175927666667,-0.0153874666667,0.0927977666667,0.09427,-0.0149552333333,-0.00586361666667,-0.0123279666667,0.1112149,0.0925479,0.0107344,-0.013311,0.0779957666667,0.0876640333333,-0.0213642666667,-0.02208445,0.112150633333,0.0888434333333,0.0014176,-0.0239586666667,0.1016097,0.108638,-0.0151514333333,-0.0107078333333,0.102814166667,0.1081512,-0.0141443,-0.0354529,-0.0055333,0.102432833333,0.0915060666667,-0.00458493333333,-0.0162325666667,0.101248633333,0.104342933333,0.00132913333333,-0.0110163,-0.0111998333333,0.106396866667,0.1091258,-0.0061582,-0.00822473333333,0.1089967,0.1094818,-0.0098116,-0.0045408,-0.0148143,0.00192983333333
0.1110295,0.0987460333333,-0.0207102666667,-0.0223117,0.115155966667,0.0925046666667,-0.0384671666667,-0.0059791,0.108729233333,0.0994313333333,-0.0280916,-0.0200794666667,-0.0185496,0.0988396333333,0.0947383,-0.0351370666667,-0.0232033333333,0.0907670333333,0.0983953,-0.0104275666667,-0.0337922666667,0.1139141,0.101407833333,-0.0178306666667,-0.02488455,0.108687233333,0.1102057,-0.0239036,-0.0201929333333,-0.0152240333333,-0.0112536,0.0932754666667,0.1132036,-0.0258207666667,-0.0217616666667,0.103810733333,0.105471933333,-0.0239980333333,-0.00910516666667,0.101990833333,0.1066402,-0.0277642,-0.0200806333333,0.0960939333333,0.1066589,-0.0100418,-0.0173804,0.1032475,0.0874052,-0.0189279666667,-0.031337,0.1081283,0.1017218,-0.0193750333333,-0.0107344333333,0.116584966667,0.110830833333,-0.0372549,-0.0137987333333,-0.0215768666667,-0.0333846666667,0.0875984333333,0.117670433333,-0.0218275666667,-0.0195454,0.0987771333333,0.1070764,-0.0321096666667,-0.0263289666667,0.1048919,0.106327266667,-0.0276032333333,0.000981133333333,0.0981179,0.114087933333,-0.0202448666667,-0.0184816,0.0965301,0.105810833333,-0.00304556666667,-0.00373523333333,0.107486833333,0.0933176666667,-0.0385485,-0.0137254,0.1012218,0.106763766667,-0.0233935666667,-0.0259670666667,-0.0150935666667,0.113279166667,0.0953599666667,-0.0104691333333,-0.020489,0.0848035833333,0.0914873333333,-0.0151643333333,-0.0302211333333,0.114460933333,0.0924597666667,-0.00788833333333,-0.0408105,0.103758966667,0.100367466667,-0.0277977666667,-0.0170941333333,0.107449933333,0.1010629,-0.0071151,-0.0385067666667,-0.0110628,0.103883133333,0.0972436,-0.0141753,-0.0158760666667,0.1042165,0.1029932,-0.0189383333333,-0.01717,-0.0141195666667,0.115755433333,0.1210197,-0.0203433666667,-0.0173169333333,0.109800933333,0.1143121,-0.00483743333333,-0.0134338333333,-0.0244846666667,-0.0145144666667
0.1183954,0.117313233333,-0.0374272333333,-0.0322433333333,0.111386166667,0.0919386333333,-0.0243011333333,0.00213116666667,0.0988234333333,0.108099433333,-0.0344752333333,-0.0257326,-0.0214238,0.0967540666667,0.1008138,-0.0316854333333,-0.0196486,0.103848133333,0.0885901333333,-0.0238998666667,-0.0423725333333,0.1166474,0.1035836,-0.0200806,-0.0311351166667,0.111855933333,0.1115569,-0.0270560333333,-0.0341565333333,-0.0168974,-0.0250786,0.101427966667,0.114293133333,-0.0339660333333,-0.0305397333333,0.103767533333,0.115343133333,-0.0283400333333,-0.0175886,0.1073758,0.1146623,-0.0375672,-0.0386881,0.109915,0.109471733333,-0.0316753,-0.0269353,0.1129167,0.0998247333333,-0.0247231,-0.0352117,0.108357566667,0.114102633333,-0.0175281333333,-0.00564545,0.114562633333,0.110772,-0.0295684333333,-0.0251903333333,-0.0323708666667,-0.0388841,0.0839886666667,0.133327733333,-0.0167896666667,-0.0311534,0.113277933333,0.1036913,-0.0345387,-0.0201330666667,0.1187037,0.108372266667,-0.0317394666667,-0.0120090666667,0.103431433333,0.113354033333,-0.0305584,-0.0213184333333,0.1028295,0.100125033333,-0.00123983333333,-0.0153751,0.119143133333,0.0913367666667,-0.0456363,-0.0119932,0.1085382,0.0998149666667,-0.0235203,-0.0281444333333,-0.0190756333333,0.115944766667,0.1048597,-0.0217636666667,-0.024399,0.100665533333,0.0984132,-0.0402402333333,-0.0313962,0.117897033333,0.101726,-0.0137877333333,-0.0447680666667,0.101149633333,0.102117233333,-0.0307412,-0.0311618,0.108346866667,0.1016594,-0.0278203666667,-0.0384229333333,-0.0314149,0.108509333333,0.1042271,-0.0161931666667,-0.0218019666667,0.0983252,0.0961613,-0.0278957666667,-0.0186463,-0.0174257,0.113167,0.122321766667,-0.0297454,-0.0289048666667,0.122064433333,0.119666633333,-0.0120485,-0.0259225833333,-0.0395958666667,-0.0197950666667
0.1192233,0.116769733333,-0.0504338666667,-0.0357120333333,0.1095765,0.0941120333333,-0.0271592833333,-0.0145388333333,0.102826966667,0.105389866667,-0.0327264,-0.0369,-0.0253412,0.110317033333,0.109367,-0.0307059666667,-0.0289438666667,0.1082141,0.0907895333333,-0.0259562333333,-0.0416336166667,0.1160583,0.113470166667,-0.0260930666667,-0.0277082833333,0.0974133,0.1200226,-0.0198579666667,-0.0440758666667,-0.0175293,-0.0322466666667,0.102422033333,0.120002033333,-0.0358143666667,-0.0458356333333,0.107534233333,0.118476433333,-0.0356913666667,-0.0158731,0.110183933333,0.108637,-0.037081,-0.0439341333333,0.113448233333,0.108865066667,-0.0292298666667,-0.0301336,0.1159057,0.0986543,-0.0314970666667,-0.0424870333333,0.108444533333,0.115682733333,-0.0248240666667,-0.01754035,0.1245002,0.1117026,-0.042143,-0.0312136666667,-0.0485596,-0.0373793666667,0.0916950666667,0.1280862,-0.0328518,-0.0380782333333,0.120057833333,0.102671133333,-0.0295590333333,-0.0262764333333,0.1279102,0.1085733,-0.0469832333333,-0.0264584333333,0.0997346333333,0.1140173,-0.0461892666667,-0.0307195666667,0.1092409,0.103114066667,-0.0213462666667,-0.0280005333333,0.1130976,0.0978512333333,-0.0389258666667,-0.0134366333333,0.119818766667,0.1018247,-0.0414889,-0.0389394666667,-0.0256852666667,0.113927433333,0.110975066667,-0.0228971,-0.0281490333333,0.1096924,0.114728033333,-0.0500839,-0.0306051666667,0.119303433333,0.104035933333,-0.0164889666667,-0.0465504333333,0.1037391,0.114646233333,-0.0307998,-0.0215990333333,0.108039466667,0.1159003,-0.0328085,-0.0411930666667,-0.0343789666667,0.1089629,0.118461166667,-0.0200604666667,-0.0295142,0.106566433333,0.102539,-0.0246255666667,-0.0281950666667,-0.0270314333333,0.1179307,0.114773066667,-0.0394246333333,-0.0288806,0.1237537,0.127297666667,-0.0229258666667,-0.0338124333333,-0.0477461666667,-0.0332377333333
