Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2,"['1', '3']",0,1, , , , 
1,"['1', '2']",0,1,0.6471,0.5593,24.4165,0.3092
1,"['2', '1']",0,2, , , , 
3,"['2', '3']",0,2,0.6471,0.5593,24.4165,0.3092
3,['4'],0,3,0.4,1.0,35.5585,0.281
2,['4'],1,3,0.4,1.0,35.5585,0.281
