Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
9386,"[3.3999999999999999, 69.400000000000006]",0,synovial sarcoma, , , , 
18028,"[76.099999999999994, 304.10000000000002]",0,synovial sarcoma, , , , 
21743,"[124.2, 314.5]",0,synovial sarcoma,1.0,0.9412,58.2639,0.5108
13054,"[66.400000000000006, 157.90000000000001]",0,myxoid liposarcoma, , , , 
11637,"[119.40000000000001, 173.19999999999999]",0,myxoid liposarcoma,0.7895,0.6,35.9609,0.3991
20201,"[31.199999999999999, 32.0]",0,lipoma, , , , 
405,"[1488.7, 1597.5]",0,lipoma,1.0,1.0,21.3321,0.111
5675,"[22.5, 25.199999999999999]",0,well-differentiated liposarcoma, , , , 
11716,"[34.600000000000001, 37.899999999999999]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
17599,"[64.599999999999994, 125.90000000000001]",0,dedifferentiated liposarcoma, , , , 
11385,"[654.10000000000002, 1127.9000000000001]",0,dedifferentiated liposarcoma,0.8667,0.619,38.1248,0.381
12073,"[91.200000000000003, 160.19999999999999]",0,myxofibrosarcoma, , , , 
12157,"[193.90000000000001, 285.39999999999998]",0,myxofibrosarcoma,0.7333,0.4583,25.6465,0.2884
21886,"[28.0, 30.0]",0,leiomyosarcoma,0.8333,0.3846,19.0669,0.1622
910,"[84.299999999999997, 88.900000000000006]",0,malignant peripheral nerve sheath tumor, , , , 
18201,"[77.599999999999994, 84.099999999999994]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
8435,"[92.099999999999994, 97.099999999999994]",0,fibrosarcoma, , , , 
10381,"[52.600000000000001, 57.399999999999999]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
13207,"[1518.3, 3058.0]",0,malignant fibrous histiocytoma, , , , 
21193,"[44.100000000000001, 116.0]",0,malignant fibrous histiocytoma,0.8095,0.6071,37.7552,0.4343
