Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
1830,29.5,284.1,48.380578795
1247,13.38,1522.1,343.552155344
5501,3.05,1023.7,127.845466226
20912,23.0,133.9,21.8132275915
21805,0.25,441.3,56.1060157324
1104,1.44,1467.6,242.80345008
1100,4.06,251.2,50.4481162179
210,2.38,697.1,84.4617696716
401,3.7,183.9,34.4547495023
9117,9.89,474.1,94.6280736702
4441,1.25,1783.3,303.525605123
19675,1.78,50.7,7.17148447458
21176,13.09,208.5,38.546522988
20888,1.15,270.4,52.2733896134
18856,0.3,132.7,22.6440182167
17520,3.51,188.2,32.302798879
15241,6.94,50.4,9.4890723641
14445,8.2,50.0,12.3478250584
14526,1.82,110.0,14.761476983
