Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11482,"[46.200000000000003, 217.80000000000001]",0,synovial sarcoma, , , , 
10396,"[183.30000000000001, 309.39999999999998]",0,synovial sarcoma,0.875,0.875,48.9395,0.4405
13488,"[79.400000000000006, 196.0]",0,myxoid liposarcoma, , , , 
21846,"[40.5, 108.8]",0,myxoid liposarcoma,1.0,0.7308,53.0428,0.5446
1974,"[315.69999999999999, 335.39999999999998]",0,lipoma, , , , 
13425,"[75.200000000000003, 81.599999999999994]",0,lipoma,1.0,1.0,21.3321,0.111
4313,"[499.30000000000001, 574.89999999999998]",0,well-differentiated liposarcoma, , , , 
8197,"[562.89999999999998, 579.20000000000005]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
17191,"[409.5, 479.69999999999999]",0,dedifferentiated liposarcoma, , , , 
15653,"[49.5, 98.700000000000003]",0,dedifferentiated liposarcoma,0.6667,0.5882,28.3056,0.2884
16114,"[18.699999999999999, 37.399999999999999]",0,myxofibrosarcoma, , , , 
3387,"[1.5, 5.0]",0,myxofibrosarcoma, , , , 
12812,"[1.3, 3.2999999999999998]",0,myxofibrosarcoma,0.7333,0.5789,30.7861,0.3156
16573,"[37.200000000000003, 48.399999999999999]",0,leiomyosarcoma, , , , 
21891,"[51.799999999999997, 58.700000000000003]",0,leiomyosarcoma,0.8333,1.0,28.622,0.1796
5282,"[63.0, 71.799999999999997]",0,malignant peripheral nerve sheath tumor, , , , 
15031,"[18.600000000000001, 21.199999999999999]",0,malignant peripheral nerve sheath tumor, , , , 
14238,"[147.09999999999999, 179.40000000000001]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
7918,"[84.5, 87.400000000000006]",0,fibrosarcoma, , , , 
4830,"[38.399999999999999, 54.5]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
18086,"[47.700000000000003, 202.90000000000001]",0,malignant fibrous histiocytoma, , , , 
2088,"[51.899999999999999, 134.5]",0,malignant fibrous histiocytoma,0.7619,0.5926,34.7581,0.4038
