Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
830,21.48,721.7,148.749953712
987,16.17,505.9,79.9175377152
282,26.49,1140.1,264.139136901
2851,11.48,2549.8,567.151338616
9246,1.65,394.1,80.6247007609
674,2.27,2321.1,386.618383105
2961,0.98,671.8,142.684603183
21108,4.89,251.4,42.3453240932
10219,2.76,818.9,186.92407775
19120,0.85,257.8,46.4974974578
13993,34.32,91.5,14.1744540421
127,16.99,1930.5,356.468362814
3612,2.29,1985.3,454.346638403
2383,14.7,623.7,123.752700037
1057,9.13,6071.5,1201.89832166
14825,8.64,334.3,53.548701431
11812,0.43,304.2,70.7971483341
736,2.24,634.0,108.548537336
8362,0.07,136.3,28.6294251687
17595,9.36,526.9,119.121273878
2469,2.18,1392.4,171.827675395
7593,9.31,33.3,4.57343666213
194,11.31,581.1,121.873027231
