Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
11826,"[314.19999999999999, 564.60000000000002]",0,synovial sarcoma,0.875,0.56,36.4435,0.3882
1733,"[10.9, 110.09999999999999]",0,myxoid liposarcoma, , , , 
4573,"[32.5, 160.69999999999999]",0,myxoid liposarcoma, , , , 
8684,"[255.0, 618.79999999999995]",0,myxoid liposarcoma,0.9474,0.8571,55.9933,0.541
1686,"[54.600000000000001, 59.0]",0,lipoma, , , , 
13347,"[2648.0999999999999, 2692.0999999999999]",0,lipoma,1.0,1.0,21.3321,0.111
2471,"[98.0, 107.7]",0,well-differentiated liposarcoma, , , , 
20255,"[65.0, 78.0]",0,well-differentiated liposarcoma, , , , 
13464,"[71.799999999999997, 74.700000000000003]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
15613,"[157.09999999999999, 196.0]",0,dedifferentiated liposarcoma, , , , 
8155,"[555.39999999999998, 927.10000000000002]",0,dedifferentiated liposarcoma,0.7333,0.5,27.5608,0.2993
11341,"[95.400000000000006, 263.5]",0,myxofibrosarcoma, , , , 
13773,"[9.5, 37.600000000000001]",0,myxofibrosarcoma,0.9333,0.4516,32.2274,0.3646
40,"[568.10000000000002, 611.5]",0,leiomyosarcoma, , , , 
524,"[446.39999999999998, 479.60000000000002]",0,leiomyosarcoma,0.6667,0.8,21.1125,0.1415
18612,"[225.30000000000001, 237.40000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
3992,"[90.599999999999994, 105.3]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
3476,"[39.600000000000001, 43.799999999999997]",0,fibrosarcoma, , , , 
9775,"[109.90000000000001, 122.0]",0,fibrosarcoma, , , , 
20797,"[77.799999999999997, 83.799999999999997]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
268,"[2998.8000000000002, 3712.9000000000001]",0,malignant fibrous histiocytoma,0.619,0.5652,27.0112,0.32
