Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3096,"[104.5, 365.5]",0,synovial sarcoma, , , , 
9250,"[12.4, 157.90000000000001]",0,synovial sarcoma,0.9375,0.7143,46.347,0.4495
240,"[413.69999999999999, 570.5]",0,myxoid liposarcoma, , , , 
21001,"[23.399999999999999, 112.90000000000001]",0,myxoid liposarcoma,0.9474,0.6207,44.3735,0.4858
68,"[523.60000000000002, 541.29999999999995]",0,lipoma, , , , 
12145,"[405.19999999999999, 430.60000000000002]",0,lipoma,1.0,1.0,21.3321,0.111
12793,"[51.399999999999999, 52.899999999999999]",0,well-differentiated liposarcoma, , , , 
7732,"[28.199999999999999, 31.600000000000001]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
84,"[1078.9000000000001, 2387.5]",0,dedifferentiated liposarcoma, , , , 
13905,"[84.5, 112.2]",0,dedifferentiated liposarcoma,0.8,0.6316,35.6731,0.3537
8386,"[65.599999999999994, 168.59999999999999]",0,myxofibrosarcoma, , , , 
8647,"[677.0, 869.0]",0,myxofibrosarcoma,0.6667,0.7143,32.1888,0.3048
21487,"[24.5, 35.899999999999999]",0,leiomyosarcoma, , , , 
4139,"[45.600000000000001, 75.900000000000006]",0,leiomyosarcoma,1.0,0.4615,25.0681,0.2003
14663,"[15.0, 15.300000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
6067,"[164.5, 172.90000000000001]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
17520,"[57.700000000000003, 64.299999999999997]",0,fibrosarcoma, , , , 
4115,"[379.69999999999999, 414.10000000000002]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
781,"[3536.1999999999998, 5227.6000000000004]",0,malignant fibrous histiocytoma,0.7619,0.4706,27.3813,0.3505
