Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
18351,"[40.700000000000003, 178.09999999999999]",0,synovial sarcoma, , , , 
270,"[167.09999999999999, 357.5]",0,synovial sarcoma, , , , 
4573,"[115.90000000000001, 335.60000000000002]",0,synovial sarcoma,0.9375,0.9375,54.505,0.4785
1014,"[5.0999999999999996, 255.59999999999999]",0,myxoid liposarcoma, , , , 
18641,"[36.100000000000001, 72.5]",0,myxoid liposarcoma,0.8421,0.7273,44.5142,0.4579
10541,"[81.400000000000006, 85.799999999999997]",0,lipoma, , , , 
19755,"[56.600000000000001, 59.600000000000001]",0,lipoma,1.0,1.0,21.3321,0.111
338,"[671.20000000000005, 749.5]",0,well-differentiated liposarcoma, , , , 
8971,"[138.69999999999999, 148.30000000000001]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
6606,"[155.19999999999999, 204.59999999999999]",0,dedifferentiated liposarcoma, , , , 
20861,"[140.5, 213.09999999999999]",0,dedifferentiated liposarcoma,0.8,0.4615,28.1453,0.3156
18437,"[66.599999999999994, 83.099999999999994]",0,myxofibrosarcoma, , , , 
11421,"[207.40000000000001, 364.0]",0,myxofibrosarcoma,0.7333,0.5,27.5608,0.2993
10965,"[63.5, 71.099999999999994]",0,leiomyosarcoma, , , , 
3247,"[153.40000000000001, 185.80000000000001]",0,leiomyosarcoma,0.8333,1.0,28.622,0.1796
2715,"[121.90000000000001, 138.30000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
18574,"[26.899999999999999, 30.399999999999999]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
21685,"[20.800000000000001, 23.699999999999999]",0,fibrosarcoma, , , , 
8142,"[472.39999999999998, 566.70000000000005]",0,fibrosarcoma, , , , 
4064,"[716.29999999999995, 809.79999999999995]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
8874,"[67.900000000000006, 155.40000000000001]",0,malignant fibrous histiocytoma, , , , 
22167,"[39.399999999999999, 62.100000000000001]",0,malignant fibrous histiocytoma,0.7619,0.64,37.2208,0.419
