Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
223,"[130.59999999999999, 1195.8]",0,synovial sarcoma, , , , 
1747,"[302.60000000000002, 512.5]",0,synovial sarcoma,0.9375,0.5172,36.6638,0.4031
21951,"[232.09999999999999, 586.89999999999998]",0,myxoid liposarcoma, , , , 
6064,"[46.100000000000001, 214.09999999999999]",0,myxoid liposarcoma,1.0,0.5588,42.8488,0.4894
16215,"[2.8999999999999999, 3.0]",0,lipoma, , , , 
5067,"[45.899999999999999, 47.5]",0,lipoma, , , , 
319,"[768.79999999999995, 825.39999999999998]",0,lipoma,1.0,1.0,21.3321,0.111
16412,"[97.299999999999997, 97.700000000000003]",0,well-differentiated liposarcoma, , , , 
17340,"[68.299999999999997, 71.299999999999997]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
1406,"[105.7, 122.3]",0,dedifferentiated liposarcoma, , , , 
20896,"[112.5, 144.0]",0,dedifferentiated liposarcoma,0.6667,0.7692,33.6709,0.3102
5034,"[64.0, 130.59999999999999]",0,myxofibrosarcoma,0.7333,0.44,24.7485,0.283
22189,"[72.099999999999994, 86.299999999999997]",0,leiomyosarcoma,1.0,0.3,19.8987,0.185
4941,"[22.0, 25.399999999999999]",0,malignant peripheral nerve sheath tumor, , , , 
17172,"[92.700000000000003, 98.200000000000003]",0,malignant peripheral nerve sheath tumor, , , , 
17157,"[49.100000000000001, 53.200000000000003]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
3496,"[48.399999999999999, 57.5]",0,fibrosarcoma, , , , 
9873,"[170.30000000000001, 189.0]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
8993,"[104.7, 197.09999999999999]",0,malignant fibrous histiocytoma, , , , 
4954,"[7.5, 45.0]",0,malignant fibrous histiocytoma,0.8571,0.5143,34.0006,0.419
