Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
12495,"[93.299999999999997, 202.30000000000001]",0,synovial sarcoma, , , , 
18450,"[10.300000000000001, 153.19999999999999]",0,synovial sarcoma, , , , 
395,"[80.200000000000003, 188.30000000000001]",0,synovial sarcoma,0.9375,0.7895,49.3495,0.4611
1863,"[162.19999999999999, 720.60000000000002]",0,myxoid liposarcoma, , , , 
1574,"[93.299999999999997, 255.19999999999999]",0,myxoid liposarcoma,0.9474,0.5455,39.7219,0.4582
8349,"[546.89999999999998, 590.70000000000005]",0,lipoma, , , , 
10429,"[77.200000000000003, 80.799999999999997]",0,lipoma,1.0,1.0,21.3321,0.111
7140,"[30.300000000000001, 33.899999999999999]",0,well-differentiated liposarcoma, , , , 
12860,"[66.400000000000006, 70.299999999999997]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
13677,"[19.5, 44.899999999999999]",0,dedifferentiated liposarcoma, , , , 
998,"[242.09999999999999, 446.19999999999999]",0,dedifferentiated liposarcoma,0.8,0.5455,32.1546,0.3374
2329,"[66.599999999999994, 99.400000000000006]",0,myxofibrosarcoma,0.9333,0.3889,28.0406,0.3374
15434,"[28.800000000000001, 32.200000000000003]",0,leiomyosarcoma,0.8333,0.5,21.6905,0.1687
5800,"[17.100000000000001, 18.199999999999999]",0,malignant peripheral nerve sheath tumor, , , , 
17951,"[24.5, 26.5]",0,malignant peripheral nerve sheath tumor, , , , 
12455,"[81.0, 84.400000000000006]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
261,"[458.10000000000002, 541.39999999999998]",0,fibrosarcoma, , , , 
38,"[2929.5999999999999, 3199.6999999999998]",0,fibrosarcoma, , , , 
17692,"[58.600000000000001, 81.299999999999997]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
21977,"[14.6, 54.799999999999997]",0,malignant fibrous histiocytoma, , , , 
18019,"[72.200000000000003, 191.90000000000001]",0,malignant fibrous histiocytoma,0.7619,0.6957,39.889,0.4343
