Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
223,13.5,7892.7,1691.35654214
1747,10.29,2040.7,205.684304619
21951,9.15,3878.8,378.822960559
6064,47.99,350.1,63.4719001872
16215,0.21,46.6,6.72252759937
5067,0.86,185.0,32.7383465964
319,3.04,1863.7,319.14376009
16412,0.2,202.1,37.1184943787
17340,1.5,199.9,28.5483315531
1406,4.79,346.6,44.1976269461
20896,13.26,237.6,47.9574686477
5034,17.1,389.4,43.9643386303
22189,10.07,141.0,27.1428212865
4941,3.92,86.8,18.9262563664
17172,1.57,350.0,42.9476049082
17157,2.6,157.7,29.4340872316
3496,7.51,121.1,21.66443819
9873,7.47,250.4,54.7595329507
8993,33.69,274.3,50.0922172365
4954,6.56,571.4,88.4607870953
