Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
3934,"[49.200000000000003, 78.599999999999994]",0,synovial sarcoma, , , , 
4365,"[154.5, 316.19999999999999]",0,synovial sarcoma, , , , 
3384,"[65.799999999999997, 104.40000000000001]",0,synovial sarcoma,0.9375,0.625,42.341,0.4321
10504,"[42.5, 109.09999999999999]",0,myxoid liposarcoma, , , , 
8928,"[71.0, 266.80000000000001]",0,myxoid liposarcoma,0.9474,0.5294,38.6472,0.4513
2041,"[93.599999999999994, 95.700000000000003]",0,lipoma, , , , 
10541,"[81.400000000000006, 85.799999999999997]",0,lipoma, , , , 
14076,"[64.0, 70.599999999999994]",0,lipoma,1.0,1.0,21.3321,0.111
12268,"[931.5, 1018.6]",0,well-differentiated liposarcoma, , , , 
798,"[107.59999999999999, 113.7]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
15766,"[142.80000000000001, 185.90000000000001]",0,dedifferentiated liposarcoma, , , , 
20124,"[79.0, 137.5]",0,dedifferentiated liposarcoma,0.9333,0.6364,41.8299,0.4136
13545,"[1753.7, 2359.6999999999998]",0,myxofibrosarcoma, , , , 
86,"[318.39999999999998, 374.69999999999999]",0,myxofibrosarcoma,0.6667,0.7692,33.6709,0.3102
8498,"[137.30000000000001, 187.09999999999999]",0,leiomyosarcoma,1.0,0.24,17.221,0.1741
19949,"[10.0, 10.800000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
10634,"[14.300000000000001, 14.6]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
11889,"[85.5, 108.7]",0,fibrosarcoma, , , , 
8562,"[1561.7, 1666.8]",0,fibrosarcoma, , , , 
17380,"[99.700000000000003, 124.8]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
11865,"[407.60000000000002, 1042.5999999999999]",0,malignant fibrous histiocytoma,0.7143,0.5769,31.7817,0.3733
