Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2999,"[2.8999999999999999, 94.099999999999994]",0,synovial sarcoma,0.875,0.6087,38.7782,0.3998
6013,"[2360.3000000000002, 4446.8999999999996]",0,myxoid liposarcoma,0.9474,1.0,61.5428,0.5616
11132,"[218.80000000000001, 226.40000000000001]",0,lipoma, , , , 
14046,"[49.100000000000001, 50.899999999999999]",0,lipoma, , , , 
11375,"[186.40000000000001, 207.09999999999999]",0,lipoma,1.0,1.0,21.3321,0.111
18118,"[25.300000000000001, 29.0]",0,well-differentiated liposarcoma, , , , 
17728,"[113.40000000000001, 123.09999999999999]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
169,"[422.39999999999998, 1065.3]",0,dedifferentiated liposarcoma, , , , 
695,"[319.89999999999998, 468.60000000000002]",0,dedifferentiated liposarcoma,0.7333,0.6471,33.233,0.3265
5814,"[1.7, 41.0]",0,myxofibrosarcoma, , , , 
1768,"[89.099999999999994, 294.60000000000002]",0,myxofibrosarcoma,0.9333,0.4242,30.4769,0.3537
22189,"[72.099999999999994, 86.299999999999997]",0,leiomyosarcoma, , , , 
8044,"[1.6000000000000001, 3.2999999999999998]",0,leiomyosarcoma,1.0,0.6667,29.4808,0.209
22218,"[285.5, 288.10000000000002]",0,malignant peripheral nerve sheath tumor, , , , 
12099,"[30.699999999999999, 34.5]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
8552,"[262.30000000000001, 322.19999999999999]",0,fibrosarcoma, , , , 
6287,"[3.0, 3.7999999999999998]",0,fibrosarcoma, , , , 
7811,"[374.19999999999999, 447.69999999999999]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
1213,"[71.099999999999994, 107.0]",0,malignant fibrous histiocytoma, , , , 
781,"[3536.1999999999998, 6010.6000000000004]",0,malignant fibrous histiocytoma,0.7619,0.64,37.2208,0.419
