Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
17327,"[2138.8000000000002, 3696.1999999999998]",0,synovial sarcoma, , , , 
8511,"[62.100000000000001, 143.59999999999999]",0,synovial sarcoma,0.9375,0.625,42.341,0.4321
2999,"[79.400000000000006, 199.80000000000001]",0,myxoid liposarcoma, , , , 
1471,"[168.0, 463.0]",0,myxoid liposarcoma,0.8421,0.7273,44.5142,0.4579
9153,"[78.200000000000003, 87.700000000000003]",0,lipoma, , , , 
663,"[194.69999999999999, 209.59999999999999]",0,lipoma,1.0,1.0,21.3321,0.111
15120,"[5.0999999999999996, 5.2000000000000002]",0,well-differentiated liposarcoma, , , , 
17132,"[756.70000000000005, 802.29999999999995]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
13809,"[79.799999999999997, 118.8]",0,dedifferentiated liposarcoma, , , , 
169,"[422.39999999999998, 1036.0999999999999]",0,dedifferentiated liposarcoma,0.8,0.6,34.442,0.3483
12076,"[30.199999999999999, 66.5]",0,myxofibrosarcoma, , , , 
18280,"[233.30000000000001, 386.69999999999999]",0,myxofibrosarcoma,0.7333,0.5,27.5608,0.2993
15338,"[3.2000000000000002, 6.9000000000000004]",0,leiomyosarcoma, , , , 
1934,"[49.600000000000001, 64.799999999999997]",0,leiomyosarcoma,1.0,0.4286,24.1788,0.1981
17588,"[170.0, 180.80000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
662,"[358.80000000000001, 365.10000000000002]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
1575,"[99.099999999999994, 109.5]",0,fibrosarcoma, , , , 
11739,"[109.7, 122.90000000000001]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
758,"[2110.0, 3799.5999999999999]",0,malignant fibrous histiocytoma,0.619,0.6842,31.9787,0.3505
