Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
9904,"[143.30000000000001, 1820.7]",0,synovial sarcoma,0.9375,0.6818,44.9514,0.4437
11565,"[84.400000000000006, 181.19999999999999]",0,myxoid liposarcoma, , , , 
240,"[413.69999999999999, 570.5]",0,myxoid liposarcoma,0.9474,0.5806,41.9726,0.472
11264,"[32.0, 32.899999999999999]",0,lipoma, , , , 
7148,"[195.19999999999999, 209.5]",0,lipoma,1.0,1.0,21.3321,0.111
13464,"[71.799999999999997, 74.700000000000003]",0,well-differentiated liposarcoma, , , , 
3220,"[167.5, 186.30000000000001]",0,well-differentiated liposarcoma, , , , 
592,"[331.80000000000001, 366.0]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
22029,"[88.099999999999994, 114.3]",0,dedifferentiated liposarcoma, , , , 
8112,"[93.099999999999994, 136.90000000000001]",0,dedifferentiated liposarcoma,0.8667,0.619,38.1248,0.381
7915,"[52.200000000000003, 141.40000000000001]",0,myxofibrosarcoma, , , , 
4661,"[25.199999999999999, 37.100000000000001]",0,myxofibrosarcoma,0.8,0.5,30.0663,0.3265
3510,"[96.200000000000003, 120.3]",0,leiomyosarcoma, , , , 
2223,"[188.0, 230.19999999999999]",0,leiomyosarcoma,0.8333,0.5556,22.7441,0.1709
436,"[3605.4000000000001, 3789.1999999999998]",0,malignant peripheral nerve sheath tumor, , , , 
3857,"[121.5, 125.8]",0,malignant peripheral nerve sheath tumor, , , , 
6386,"[171.40000000000001, 199.40000000000001]",0,malignant peripheral nerve sheath tumor, , , , 
187,"[1379.8, 1522.5999999999999]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
36,"[2265.4000000000001, 2476.0]",0,fibrosarcoma, , , , 
8116,"[818.79999999999995, 908.20000000000005]",0,fibrosarcoma,1.0,0.6667,22.8976,0.1437
22268,"[1154.3, 2212.0999999999999]",0,malignant fibrous histiocytoma, , , , 
4213,"[17.300000000000001, 48.899999999999999]",0,malignant fibrous histiocytoma,0.7619,0.5517,32.4714,0.3886
