Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
5699,"[80.599999999999994, 207.09999999999999]",0,synovial sarcoma, , , , 
21865,"[30.800000000000001, 73.400000000000006]",0,synovial sarcoma,0.9375,0.6,41.1164,0.4263
11673,"[90.299999999999997, 238.0]",0,myxoid liposarcoma, , , , 
8551,"[644.0, 1499.4000000000001]",0,myxoid liposarcoma,0.8421,0.9412,52.7647,0.4923
1446,"[310.80000000000001, 324.30000000000001]",0,lipoma, , , , 
21832,"[352.0, 382.39999999999998]",0,lipoma, , , , 
13347,"[2648.0999999999999, 2692.0999999999999]",0,lipoma,1.0,1.0,21.3321,0.111
6709,"[13.5, 14.9]",0,well-differentiated liposarcoma, , , , 
9948,"[2.2000000000000002, 2.8999999999999999]",0,well-differentiated liposarcoma, , , , 
8574,"[399.80000000000001, 440.80000000000001]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
10620,"[0.5, 1.8]",0,dedifferentiated liposarcoma, , , , 
8693,"[182.90000000000001, 345.60000000000002]",0,dedifferentiated liposarcoma,0.8,0.5455,32.1546,0.3374
751,"[74.700000000000003, 137.09999999999999]",0,myxofibrosarcoma, , , , 
359,"[17.899999999999999, 174.59999999999999]",0,myxofibrosarcoma,0.9333,0.5,35.0774,0.381
3493,"[51.399999999999999, 60.700000000000003]",0,leiomyosarcoma,0.8333,0.7143,25.2573,0.1752
5788,"[45.600000000000001, 50.200000000000003]",0,malignant peripheral nerve sheath tumor, , , , 
11410,"[91.200000000000003, 108.7]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
459,"[295.39999999999998, 354.60000000000002]",0,fibrosarcoma, , , , 
38,"[2929.5999999999999, 3199.6999999999998]",0,fibrosarcoma, , , , 
12413,"[62.0, 78.200000000000003]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
12962,"[3826.0, 5395.1999999999998]",0,malignant fibrous histiocytoma,0.8095,0.4359,26.489,0.3505
