Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
1830,"[104.40000000000001, 188.19999999999999]",0,synovial sarcoma, , , , 
1247,"[5.4000000000000004, 209.0]",0,synovial sarcoma,0.9375,0.75,47.8107,0.4553
5501,"[5.7999999999999998, 37.0]",0,myxoid liposarcoma, , , , 
20912,"[44.899999999999999, 75.700000000000003]",0,myxoid liposarcoma,0.7368,0.8235,42.4302,0.4161
21805,"[154.40000000000001, 155.5]",0,lipoma, , , , 
1104,"[306.80000000000001, 327.89999999999998]",0,lipoma,1.0,1.0,21.3321,0.111
1100,"[144.5, 154.69999999999999]",0,well-differentiated liposarcoma, , , , 
210,"[178.19999999999999, 194.80000000000001]",0,well-differentiated liposarcoma, , , , 
401,"[70.599999999999994, 77.400000000000006]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
9117,"[32.399999999999999, 79.299999999999997]",0,dedifferentiated liposarcoma,1.0,0.4167,32.1132,0.3755
4441,"[0.80000000000000004, 23.100000000000001]",0,myxofibrosarcoma,0.9333,0.359,25.7994,0.3211
19675,"[2.0, 2.8999999999999999]",0,leiomyosarcoma, , , , 
21176,"[82.0, 109.3]",0,leiomyosarcoma,0.8333,0.4545,20.7374,0.1665
20888,"[83.5, 86.599999999999994]",0,malignant peripheral nerve sheath tumor, , , , 
18856,"[30.300000000000001, 30.699999999999999]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
17520,"[57.700000000000003, 64.299999999999997]",0,fibrosarcoma, , , , 
15241,"[9.5999999999999996, 13.1]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
14445,"[0.80000000000000004, 4.9000000000000004]",0,malignant fibrous histiocytoma, , , , 
14526,"[2.0, 4.0]",0,malignant fibrous histiocytoma,0.619,0.5,23.8236,0.2971
