Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
18398,"[208.30000000000001, 350.80000000000001]",0,synovial sarcoma, , , , 
22116,"[79.200000000000003, 148.09999999999999]",0,synovial sarcoma,0.9375,0.5357,37.7165,0.4089
8783,"[1081.9000000000001, 1766.4000000000001]",0,myxoid liposarcoma,0.6316,0.75,34.1241,0.3468
8918,"[25.699999999999999, 34.5]",0,lipoma, , , , 
1363,"[54.5, 60.700000000000003]",0,lipoma, , , , 
9183,"[48.100000000000001, 56.0]",0,lipoma,1.0,1.0,21.3321,0.111
11582,"[450.5, 481.10000000000002]",0,well-differentiated liposarcoma, , , , 
11477,"[29.800000000000001, 32.700000000000003]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
8258,"[465.10000000000002, 882.20000000000005]",0,dedifferentiated liposarcoma, , , , 
20862,"[466.19999999999999, 555.70000000000005]",0,dedifferentiated liposarcoma,0.7333,0.8462,39.1348,0.3483
9225,"[19.600000000000001, 45.600000000000001]",0,myxofibrosarcoma, , , , 
7495,"[2.2999999999999998, 6.2999999999999998]",0,myxofibrosarcoma, , , , 
20157,"[2.2999999999999998, 12.5]",0,myxofibrosarcoma,0.8,0.6,34.442,0.3483
4312,"[24.300000000000001, 36.200000000000003]",0,leiomyosarcoma, , , , 
17488,"[84.299999999999997, 126.7]",0,leiomyosarcoma, , , , 
10756,"[29.0, 44.100000000000001]",0,leiomyosarcoma,0.8333,0.8333,26.7988,0.1774
3815,"[11.199999999999999, 12.4]",0,malignant peripheral nerve sheath tumor, , , , 
12570,"[60.0, 64.5]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
18889,"[88.200000000000003, 99.299999999999997]",0,fibrosarcoma, , , , 
6220,"[43.299999999999997, 51.600000000000001]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
18514,"[16.600000000000001, 39.600000000000001]",0,malignant fibrous histiocytoma, , , , 
4770,"[1.8999999999999999, 4.2999999999999998]",0,malignant fibrous histiocytoma,0.7143,0.6522,35.4598,0.3962
