Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
17116,"[86.799999999999997, 202.5]",0,synovial sarcoma, , , , 
7581,"[1207.5, 1591.5999999999999]",0,synovial sarcoma,0.8125,0.7647,41.9408,0.3966
1107,"[19.100000000000001, 107.8]",0,myxoid liposarcoma, , , , 
10397,"[16.5, 70.200000000000003]",0,myxoid liposarcoma,0.9474,0.6207,44.3735,0.4858
18039,"[95.299999999999997, 102.7]",0,lipoma, , , , 
11646,"[153.30000000000001, 157.90000000000001]",0,lipoma,1.0,1.0,21.3321,0.111
8383,"[31.800000000000001, 34.200000000000003]",0,well-differentiated liposarcoma, , , , 
3297,"[53.200000000000003, 55.899999999999999]",0,well-differentiated liposarcoma, , , , 
22211,"[60.200000000000003, 65.400000000000006]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
1648,"[208.40000000000001, 311.10000000000002]",0,dedifferentiated liposarcoma, , , , 
12918,"[130.30000000000001, 183.0]",0,dedifferentiated liposarcoma,0.8667,0.7222,42.1327,0.3973
17465,"[508.19999999999999, 615.5]",0,myxofibrosarcoma,0.7333,0.4231,23.8856,0.2776
16603,"[1.2, 3.1000000000000001]",0,leiomyosarcoma, , , , 
1026,"[301.19999999999999, 369.0]",0,leiomyosarcoma, , , , 
11129,"[360.10000000000002, 472.80000000000001]",0,leiomyosarcoma,0.8333,0.7143,25.2573,0.1752
17641,"[125.5, 134.59999999999999]",0,malignant peripheral nerve sheath tumor, , , , 
18416,"[131.59999999999999, 139.09999999999999]",0,malignant peripheral nerve sheath tumor, , , , 
10206,"[2.2000000000000002, 2.3999999999999999]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
11414,"[2.7000000000000002, 3.6000000000000001]",0,fibrosarcoma, , , , 
10008,"[90.900000000000006, 101.09999999999999]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
12312,"[76.0, 197.90000000000001]",0,malignant fibrous histiocytoma, , , , 
10286,"[18.5, 47.899999999999999]",0,malignant fibrous histiocytoma,0.8571,0.45,29.1935,0.381
