Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
930,"[446.60000000000002, 732.29999999999995]",0,synovial sarcoma, , , , 
136,"[165.80000000000001, 580.39999999999998]",0,synovial sarcoma,1.0,0.6154,44.6676,0.4586
3562,"[1.2, 111.2]",0,myxoid liposarcoma, , , , 
1908,"[31.899999999999999, 134.09999999999999]",0,myxoid liposarcoma,0.9474,0.75,51.1862,0.5203
16053,"[17.100000000000001, 19.100000000000001]",0,lipoma, , , , 
405,"[1488.7, 1597.5]",0,lipoma, , , , 
17633,"[130.30000000000001, 141.90000000000001]",0,lipoma,1.0,1.0,21.3321,0.111
12200,"[46.899999999999999, 49.399999999999999]",0,well-differentiated liposarcoma, , , , 
8610,"[136.09999999999999, 147.40000000000001]",0,well-differentiated liposarcoma,1.0,1.0,21.3321,0.111
18760,"[140.5, 173.59999999999999]",0,dedifferentiated liposarcoma, , , , 
8876,"[128.90000000000001, 231.90000000000001]",0,dedifferentiated liposarcoma,0.8,0.5714,33.2711,0.3429
562,"[112.3, 169.0]",0,myxofibrosarcoma, , , , 
3387,"[1.5, 5.0]",0,myxofibrosarcoma,0.8,0.4615,28.1453,0.3156
3260,"[119.09999999999999, 167.5]",0,leiomyosarcoma, , , , 
7564,"[4.2000000000000002, 22.600000000000001]",0,leiomyosarcoma,1.0,0.4286,24.1788,0.1981
567,"[231.80000000000001, 234.5]",0,malignant peripheral nerve sheath tumor, , , , 
8854,"[53.200000000000003, 58.600000000000001]",0,malignant peripheral nerve sheath tumor,1.0,1.0,21.3321,0.111
9588,"[316.89999999999998, 339.19999999999999]",0,fibrosarcoma, , , , 
11651,"[905.0, 1119.3]",0,fibrosarcoma, , , , 
8368,"[137.80000000000001, 149.40000000000001]",0,fibrosarcoma,1.0,1.0,26.1413,0.1466
11465,"[46.5, 126.3]",0,malignant fibrous histiocytoma,0.7619,0.5714,33.5943,0.3962
