Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,264.5029196739197,1.6,0.9411499226897889,8.299754140786757,11.799999999999999,213.2168651130633,213.2265625,2576
