Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,255.78682899475098,1.9,0.940734574463787,8.292716323509605,10.6,212.34295991875243,212.34765625,2477
