,mean_score,mean_runtime,mean_rule_size,mean_cpu_percent,peak_cpu_percent,mean_ram_mb,peak_ram_mb
0,0.9402548148888735±0.001039639534280608,234.31±47.12,2.01±0.23,8.29±0.02,10.87±0.58,212.78±0.75,212.8±0.74
