Rule_Obj,Rule_Score
"[['X202240_at'], [[7.053795841, 8.630637831]]]",0.9411859724266358
"[['X211779_x_at', 'X202240_at'], [[9.178234964, 11.17566946], [7.053795841, 8.722650657]]]",0.9411663906458269
"[['er', 'X202240_at'], [['positive', 'negative'], [7.403803405, 9.44239156]]]",0.9411555201287148
"[['X202418_at', 'X201068_s_at'], [[9.449665215, 10.82806955], [10.67857192, 12.79103484]]]",0.9411005500064086
"[['er', 'X202240_at', 'grade'], [['negative', 'positive'], [7.279063398, 9.240307475], ['poorly-differentiated', 'intermediate', 'unkown', 'well-differentiated']]]",0.9410654924933698
"[['X202418_at', 'X201288_at'], [[9.449665215, 10.94827885], [11.74512974, 14.0129437]]]",0.9409652973047192
"[['X201068_s_at', 'X202240_at'], [[11.53724245, 12.87191905], [7.053795841, 9.072700439]]]",0.940798718637585
"[['X201068_s_at', 'X211779_x_at', 'X202418_at'], [[11.04944249, 12.48522387], [9.178234964, 11.10132332], [9.721139507, 10.90148138]]]",0.9405320027937778
"[['X202418_at', 'X200726_at'], [[9.449665215, 10.82806955], [11.22390274, 12.53995663]]]",0.940212353618789
"[['X202418_at'], [[9.449665215, 10.8177848]]]",0.9401008078403592
