Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,177.9008343219757,1.9,0.9406572078914303,8.307174584781768,10.433333333333334,213.2875529584297,213.296875,1726
