Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,197.52816224098206,2.0,0.9328009013045483,8.28175593690415,10.383333333333333,207.66733294331775,207.6796875,1923
