Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,169.27029037475586,2.0,0.9191819836782164,8.290163438256654,10.308333333333334,207.50759732521172,207.5078125,1652
