Qtd_Regras,Tempo_Total,Tamanho_Medio,Melhor_Fitness,CPU_Media_Percent,CPU_Pico_Percent,RAM_Media_MB,RAM_Pico_MB,Num_Amostras_Recursos
10,218.8038067817688,1.7,0.9259806486486888,8.278675093632973,11.491666666666667,207.67571907186343,207.67578125,2136
