,mean_score,mean_runtime,mean_rule_size,mean_cpu_percent,peak_cpu_percent,mean_ram_mb,peak_ram_mb
0,0.9076765263330071±0.012252057692761982,240.89±67.6,1.9±0.21,8.29±0.02,10.84±0.58,207.53±0.23,207.55±0.21
