Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
9893,"[1.7500237631241, 1.84605469277011]",0,BCR,1.0,0.1705,31.0828,0.1561
3545,"[1.0597270400332099, 1.4931739039769198]",0,E2A, , , , 
4765,"[0.70286605175503303, 0.98737835492213]",0,E2A,0.9259,0.8621,103.4586,0.3523
6741,"[1.8316720814377401, 2.29628496307406]",0,Hyperdip, , , , 
925,"[0.8306600956464979, 1.2166082615515099]",0,Hyperdip,0.8438,0.6585,101.1755,0.5297
349,"[0.8763858888786259, 1.0458730601533199]",0,MLL, , , , 
4972,"[1.2928730091431, 1.5157944982221601]",0,MLL,1.0,0.5714,78.3232,0.2771
11718,"[1.18098653502683, 1.4738143199785803]",0,T, , , , 
10211,"[1.4729157412289899, 1.8888342916702601]",0,T,0.7907,0.9714,117.1804,0.4505
9417,"[0.73128289573518201, 1.1240947743171101]",0,TEL, , , , 
8487,"[1.3173867853889099, 2.2673237793766301]",0,TEL,0.9494,0.7813,134.5681,0.7164
