Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
2584,"[2.1690459359477998, 2.4461539419458198]",0,BCR,0.6667,0.7692,50.8603,0.1486
8601,"[1.9410383223043002, 2.3202865837121602]",0,E2A, , , , 
11925,"[0.99494208265478001, 1.2365994962926798]",0,E2A, , , , 
4214,"[1.0927631635756501, 1.2917017367138899]",0,E2A,1.0,0.9643,117.7861,0.3863
8647,"[0.92728513122188094, 1.15666788360407]",0,Hyperdip, , , , 
121,"[0.84284400093921308, 1.2188710199196899]",0,Hyperdip, , , , 
2967,"[1.3253352314533702, 1.94279793423103]",0,Hyperdip, , , , 
9970,"[0.82971486297467412, 1.63695262600563]",0,Hyperdip,0.7969,0.8226,118.2422,0.5645
3441,"[0.91421194711887788, 1.15808811070508]",0,MLL, , , , 
10024,"[0.78249643833464, 0.91951727154079588]",0,MLL,0.7,0.4828,50.1048,0.1881
7644,"[1.2418317749043999, 1.5274669484962902]",0,T, , , , 
9804,"[0.83747656876856091, 1.0677499940395501]",0,T,0.9302,0.6452,105.1179,0.4718
526,"[1.2883120766769198, 2.21337401859462]",0,TEL, , , , 
10242,"[1.11711980306527, 1.72198968982416]",0,TEL,0.8608,0.9855,153.596,0.7423
