Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
10767,"[1.43111677247893, 1.5241967061375401]",0,BCR, , , , 
3346,"[0.68481794551599395, 0.82435564270585004]",0,BCR,0.9333,0.2745,42.3531,0.1761
8601,"[1.9410383223043002, 2.1475674189769096]",0,E2A, , , , 
6598,"[0.63916844641553705, 0.91787461173005502]",0,E2A,0.963,0.7879,102.9174,0.3614
10785,"[1.3220149766810199, 1.6091514215756801]",0,Hyperdip,0.7656,0.8033,111.2782,0.5364
9052,"[1.2351211869374801, 1.6117798360637798]",0,MLL, , , , 
8487,"[0.83445877241576205, 1.35836830466463]",0,MLL,0.9,0.4,57.6506,0.2318
6166,"[1.00017318272077, 1.05037662797109]",0,T,0.2326,0.3846,15.9343,0.0886
315,"[1.1265017068214098, 1.4584425812763699]",1,T, , , , 
1290,"[1.15858502594488, 1.9964027068126202]",1,T,0.9302,0.5195,87.7842,0.4298
4625,"[1.1278714748098999, 1.5175955980719098]",0,TEL, , , , 
6912,"[1.4833643668586698, 2.1398280977656801]",0,TEL,0.8481,0.7701,118.2906,0.6336
