Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
7353,"[1.0744660434281601, 1.59858009956267]",0,BCR, , , , 
11883,"[1.7179495757516101, 1.77649447050623]",0,BCR, , , , 
9419,"[0.75532593886675004, 1.05121483672092]",0,BCR,0.7333,0.55,48.5659,0.1579
5678,"[1.7286333476034599, 1.9868207811908898]",0,E2A, , , , 
10566,"[0.94382642685310392, 1.3466136874557701]",0,E2A, , , , 
5996,"[0.85560903094291996, 1.2003720617767299]",0,E2A,0.9259,0.8929,105.2132,0.3541
521,"[1.23759092578302, 1.5318492427910801]",0,Hyperdip, , , , 
10552,"[0.69452755852138714, 1.02973193806983]",0,Hyperdip,0.9688,0.5741,99.1441,0.5505
322,"[0.69037051575058206, 0.9136991964991128]",0,MLL, , , , 
4735,"[1.68498156295637, 1.8970987375172998]",0,MLL,1.0,0.3704,60.9778,0.2523
165,"[0.70037666953574895, 1.08288924033075]",0,T,0.8837,0.6909,105.0686,0.4591
7909,"[0.98472989318798798, 1.29708653633041]",0,TEL, , , , 
5875,"[1.38966309214017, 1.6121325743195301]",0,TEL, , , , 
562,"[1.11664431742359, 1.6382838838923899]",0,TEL,0.8861,0.8046,129.7195,0.682
