Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
6713,"[1.6479477209030402, 2.3302296400697999]",0,BCR,0.8667,0.3333,44.3759,0.1716
12101,"[1.3312024662439099, 1.6645386981641002]",0,E2A, , , , 
7165,"[0.82360564350160703, 1.1893727278182]",0,E2A,0.963,0.6667,94.2306,0.3509
9088,"[1.5146036173299, 2.4068244651708701]",0,Hyperdip, , , , 
714,"[1.0859315279458999, 1.5036990387241]",0,Hyperdip,0.8906,0.76,123.1324,0.6072
1800,"[0.60032868154326091, 0.79002593812921196]",0,MLL,0.8,0.2353,34.2649,0.1696
11201,"[1.28168218837731, 1.61455346898541]",0,T, , , , 
670,"[0.95460929317321197, 1.40175794600026]",0,T,0.9767,0.8936,137.7391,0.546
9141,"[0.57607993731116602, 0.976313786086207]",0,TEL, , , , 
11381,"[1.09400987000372, 1.36358400161946]",0,TEL,0.8354,0.7586,114.54,0.6175
