Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
2584,16.58,1.67126805091,0.29551623675
8601,31.78,1.19337183901,0.23309082661
11925,21.92,1.10267080922,0.222871552284
4214,20.52,0.969613049007,0.183417386367
8647,12.98,1.76711274969,0.149923095485
121,12.72,2.95506262782,0.557120051722
2967,46.65,1.3237245419,0.198314908756
9970,39.07,2.06624429504,0.426314855486
3441,12.05,2.02333258039,0.222117782534
10024,15.55,0.881185401127,0.181600049719
7644,26.81,1.06546382737,0.16393572242
9804,12.64,1.82185062103,0.242096127436
526,47.03,1.96708833004,0.401605469323
10242,32.08,1.8855698393,0.372158399126
