Attribute,coveredPercentage,Dif_Min_Max,Attribute_std
8662,15.13,0.432427966522,0.0606362177002
7433,14.14,1.89768568934,0.312022029276
8042,15.05,1.74330575694,0.341312908935
7467,21.05,2.04679565645,0.35659818893
10619,29.65,1.61014366898,0.350459257469
4232,36.45,1.09733805123,0.209319337064
4972,7.21,3.08976923447,0.345843561602
3267,7.87,2.52024567873,0.534691060221
426,11.81,1.2128826866,0.115206870578
6166,18.6,1.90436375739,0.439208348674
2052,29.94,2.36719136127,0.490344975581
3335,32.51,1.58339793105,0.281984048291
5412,42.79,1.11165721198,0.178003936901
