Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
5785,"[1.4781076633867902, 1.8015029135151899]",0,BCR,1.0,0.2143,37.948,0.1736
8822,"[1.9563280732812198, 2.2922525550739001]",0,E2A, , , , 
4402,"[0.81033404547922416, 1.1039469301138998]",0,E2A,0.8519,0.697,85.4026,0.313
1906,"[0.84799754615181, 1.2522187715806299]",0,Hyperdip, , , , 
10898,"[0.92527324383413911, 1.2325624424280401]",0,Hyperdip, , , , 
8281,"[1.13033416912914, 1.4797511291130201]",0,Hyperdip,0.9219,0.6782,114.0086,0.5895
418,"[1.5988870623823703, 2.3204934051567503]",0,MLL, , , , 
8394,"[0.91570230418382492, 1.17434078799897]",0,MLL,1.0,0.4444,68.2707,0.264
6943,"[0.78399993730782302, 1.21853484953541]",0,T,0.907,0.8478,123.7976,0.5004
6119,"[0.92104034968658599, 1.3813517971929399]",0,TEL, , , , 
7797,"[0.82547615990058598, 1.4315050458853897]",0,TEL, , , , 
2683,"[1.7856684057327301, 2.2255124775592203]",0,TEL,0.8481,0.8481,131.2162,0.6748
