Rule_Ant,Rule_Pos,Rule_Index,Class_Label,Support,Confidence,Significance,Wracc
8494,"[1.0226150874508699, 1.2170335737095401]",0,BCR, , , , 
9235,"[1.50907523581512, 1.5861690131621498]",0,BCR, , , , 
411,"[1.05291314504329, 1.16944012106199]",0,BCR, , , , 
8911,"[1.35556007726534, 1.6985700988513899]",0,BCR,0.8,0.7059,58.9697,0.177
6373,"[0.47126450757348104, 0.77414734395721296]",0,E2A,0.963,0.4333,71.8299,0.314
7964,"[1.01245930909672, 1.39706012680729]",0,Hyperdip, , , , 
9027,"[1.0328254333543601, 1.2177825964017299]",0,Hyperdip,0.6719,0.86,103.5202,0.4854
4885,"[0.66849862498316692, 0.90468784358974585]",0,MLL, , , , 
6454,"[1.1406512603515, 1.2755591804336399]",0,MLL,0.85,0.3953,54.0501,0.2183
1173,"[1.8995697969954399, 3.2106037518753303]",0,T, , , , 
7983,"[0.65086368539130801, 1.0364664391973599]",0,T,0.8372,0.9474,122.2676,0.4744
5063,"[3.1864059191677301, 4.5158995342884403]",0,TEL, , , , 
84,"[1.5536688681189799, 2.7150793723846696]",0,TEL,0.8987,0.8987,147.2842,0.7393
